,content,id,lat,location,lon,time,user,user_id
46,This rain does not bode well #TheBachelorFinale,970843459677454336,,"Boston, MA",,2018-03-06 02:08:12,stephibopeep,26693678
52,@_Jazzyguns Please play Heavy Rain Jazz!,970840940377202689,,"Boston, MA",,2018-03-06 01:58:12,Lotuskiz,2342508076
57,"Second Nor’easter In Less Than A Week Will Bring Widespread Snow
https://t.co/o9JFbU1KZB https://t.co/iSiBzNtaUG",970838509820022792,,"Boston, MA",,2018-03-06 01:48:32,wbz,16334139
59,"@growingwisdom This is the first known instance of Dave editorializing (read: complaining) about precipitation, of… https://t.co/Q2JJHVVz19",970833189068509184,,"Boston, MA",,2018-03-06 01:27:24,danieljlavoie,770112175
63,sometimes love goes from sunshine to rain,970829530154917893,,"Boston, MA",,2018-03-06 01:12:51,Vanessa_Falzone,2779069383
66,RT @jrosejunior1975: @lazzy_otter Ummm  😦i’ll take a rain check I’ve got work to do witch I gotta get back to have a good night buddy 👊🏻😜 h…,970826710005493760,,"Boston, MA",,2018-03-06 01:01:39,jrosejunior1975,878661462780243968
67,@lazzy_otter Ummm  😦i’ll take a rain check I’ve got work to do witch I gotta get back to have a good night buddy 👊🏻😜 https://t.co/VKfExEsQoD,970826621996367873,,"Boston, MA",,2018-03-06 01:01:18,jrosejunior1975,878661462780243968
69,"the hand and the rain ❤
 https://t.co/0iB6gpG4W1",970825705138413569,,"Boston, MA",,2018-03-06 00:57:39,missSofff,418587959
72,"@DGUniverseCraft @badccvoid @asimo3089 i opps i didn’t finish but so much hype for a mini van, cheeze-it rims, 1 bi… https://t.co/5Dj4CCUFlE",970819560730517504,,"Boston, MA",,2018-03-06 00:33:14,Vast290034,909541995751907329
82,"Storm shaping up. Tricky to predict b/c timing &amp; sharpness of rain/snow/significant snow lines. I still lean 6""+ in… https://t.co/g5TyrqbRXQ",970811535886049281,,"Boston, MA",,2018-03-06 00:01:21,SnowDayBoston,2385285175
91,"Before the wind and the rain last week had a chance to attend   with my boss, Sec. Alice Bonner, a ""fireside chat""… https://t.co/mS1otWWved",970794272818688001,,"Boston, MA",,2018-03-05 22:52:45,thlyons,22122104
94,#ТретаСмена @Romi_Rain https://t.co/1hSVY1pzP1,970790014299799552,,"Boston, MA",,2018-03-05 22:35:50,milekontra,965598482357735429
96,@amdesaut ha....easier forecasting out there tho!----no pesky rain/snow lines wavering around town! ;o),970788575544594432,,"Boston, MA",,2018-03-05 22:30:07,jreineron7,24955599
98,"KAYTRADAMUS (Kaytranada) ""Rain In My Eyes"" (2010) : https://t.co/MIq2NhvXgj",970786710987722752,,"Boston, MA",,2018-03-05 22:22:42,Dart_Adams,18521955
107,Rain - snow ribbon wavers along I-95 corridor during storm...meaning totals subject to change for metro Boston. Hea… https://t.co/3EuaCWVXhi,970781616070160384,,"Boston, MA",,2018-03-05 22:02:28,Boston_CP,70291924
111,we don't have the rights to Purple Rain https://t.co/1PFbHAsLFF,970781333441187840,,"Boston, MA",,2018-03-05 22:01:20,Max_Lederman,1542238148
112,"Second Nor’easter In Less Than A Week Will Bring Widespread Snow
https://t.co/o9JFbU1KZB https://t.co/0IEhoT6KoR",970781321449627651,,"Boston, MA",,2018-03-05 22:01:17,wbz,16334139
121,Rain - snow ribbon wavers along I-95 corridor during storm...meaning totals subject to change for metro Boston. Hea… https://t.co/5sngQoVkjC,970778540558966784,,"Boston, MA",,2018-03-05 21:50:14,jreineron7,24955599
122,I actually despise housing developments with “bike parking” because it usually means “you absolutely cannot take yo… https://t.co/SziXOgxOfy,970778491867357184,,"Boston, MA",,2018-03-05 21:50:03,fffens,213767022
123,Second Nor’easter In Less Than A Week Will Bring Widespread Snow https://t.co/mghDcVYepY #boston https://t.co/b35ezOpXIl,970776736026714112,,"Boston, MA",,2018-03-05 21:43:04,bostonnewsnow,59280847
131,"Nor'easter #2...Complete blog...timeline, rain vs snow, snow amounts, coastal impacts:
https://t.co/JxZWfeE20r https://t.co/8lAPWXvKIk",970771313647333382,,"Boston, MA",,2018-03-05 21:21:31,TerryWBZ,48377323
132,"Smiles in the sunshine and tears in the rain still take me back to where my memories remain.
(Mull of Kintyre, 1977)",970769454434054144,,"Boston, MA",,2018-03-05 21:14:08,TheBeatleDaily,316284389
135,"COAST: As mentioned before, winds will again be strong at the coast. Rain and snow will mix here, so totals will be… https://t.co/XRuiQy9D3B",970763488489627648,,"Boston, MA",,2018-03-05 20:50:26,MichaelPageWx,22547286
136,"Mom: There's a lot of rain!
Me: Oh my God, I heard it's really bad.
Mom: Yeah 😌 https://t.co/CD0yx8VAmV",970761318591541259,,"Boston, MA",,2018-03-05 20:41:48,kathleenderson,172526552
138,Imagine going to the strip club and making it rain with bunch of quarters,970759684385853441,,"Boston, MA",,2018-03-05 20:35:19,6sneaker1head7,2858055364
148,"light rain -&gt; broken clouds
temperature up 38°F -&gt; 43°F
humidity down 69% -&gt; 52%
wind 24mph -&gt; 25mph",970746302186143744,-71.06,"Boston, MA",42.36,2018-03-05 19:42:08,_BostonMA,108076943
149,[NBCSN studio. March 16. Kyle Draper is wearing a bandanna &amp; has a cigarette dangling from his mouth. Prince's Purp… https://t.co/5TWqbA7r3n,970746259903602688,,"Boston, MA",,2018-03-05 19:41:58,RedsArmy_John,15339975
150,I'm so happy for the rain today.,970745497441927169,,"Boston, MA",,2018-03-05 19:38:56,vivihula,709615221329891334
151,"@RevAGSL To be fair, I'm guessing you smell better than Seamus after getting soaked in the rain, so it's not entire… https://t.co/T0AZPzCMsJ",970742777091973120,,"Boston, MA",,2018-03-05 19:28:08,FelicityFFF,726484511521910784
154,I liked a @YouTube video https://t.co/pza6hl7iGV Monika gets inside Sayori's head... | Doki Doki Rain Clouds - Sayori's Story,970740677226221568,,"Boston, MA",,2018-03-05 19:19:47,HardyzForevah,2768666042
155,The @Detroit_PS4 Deluxe Edition includes Heavy Rain which is pretty neat,970739228807258112,,"Boston, MA",,2018-03-05 19:14:02,TheAlbumWeb,780513462162231296
158,@elmtree916 Yup. This one will be up to 6” of snow. The last one was only rain. Kill me.,970734502627639296,,"Boston, MA",,2018-03-05 18:55:15,chestnuthell,47534846
159,Snow potential is higher with this storm Wed/Thu. Jackpot area outside 495. Rain/mix farther southeast. #WBZ https://t.co/Lynlz7mWv5,970733431876472834,,"Boston, MA",,2018-03-05 18:51:00,PamelaWBZ4,53809358
160,"Weather now: light rain, 39°F, 24 mph north-northeast wind. https://t.co/rWqWgJ3i53",970732431170048000,,"Boston, MA",,2018-03-05 18:47:01,Boston_CP,70291924
161,NOW PLAYING https://t.co/UeiODupnDv September Rain (Dub Mix) by Zenon ft. Erire DON'T MISS OUR TALK at NIGHT SHOWS https://t.co/dra86Q2jKC,970731033317531648,,"Boston, MA",,2018-03-05 18:41:28,armedradio1,1401343195
163,"@CultOfMany It stayed rain, even though some chance of snow was predicted. We could have had the power failure and… https://t.co/UCKb2StMg8",970729572391104514,,"Boston, MA",,2018-03-05 18:35:39,SarahEOlson2009,72577990
165,@EdValleeWx @RyanGriffinWX Rain in Boston,970724134933159938,,"Boston, MA",,2018-03-05 18:14:03,20YearDynasty,875395496797511680
166,Here’s how much snow we’re expecting from this week’s nor’easter https://t.co/bQiST2aZnl https://t.co/5Rk7Mahgtd,970723269295910917,,"Boston, MA",,2018-03-05 18:10:37,NBC10Boston,4746090250
168,"Yet another nor’easter is heading to New England. Here’s what we know so far 
https://t.co/SD7YUxYtXA https://t.co/09dIFU5Ts0",970721054246219780,,"Boston, MA",,2018-03-05 18:01:49,NECN,9907172
169,ROBERT PLANT &amp; the Sensational Space Shifters Carry Fire Into the L.A. Rain https://t.co/frMjGqjH0n,970720021373685760,,"Boston, MA",,2018-03-05 17:57:42,TinyLyrics_,796036387346771968
170,"THE POET IN ME:
FROM my book (On a Hot Summer Day in Gorakhpur)

Your face has the resemblance of the flowers
With… https://t.co/2cFN8cd4Eb",970719480392269826,,"Boston, MA",,2018-03-05 17:55:33,TanvirSalim1,396295601
173,"You want an infrastructure project that is ready to roll out immediately? 

Bury the damn power lines so every time… https://t.co/qqEUh8KstQ",970711215872905216,,"Boston, MA",,2018-03-05 17:22:43,ImperatorTruth,2209106522
174,"My house has been without power since Friday night, I am still without power and we have another storm coming on We… https://t.co/ub33Sh2tkh",970708591677145091,,"Boston, MA",,2018-03-05 17:12:17,ImperatorTruth,2209106522
176,"current weather in Boston: light rain, 38°F
69% humidity, wind 24mph, pressure 1016mb",970704184675770368,-71.06,"Boston, MA",42.36,2018-03-05 16:54:47,_BostonMA,108076943
180,Few ocean effect rain/snow showers over SE MA https://t.co/B4bBTrLHDf,970703398579425281,,"Boston, MA",,2018-03-05 16:51:39,TerryWBZ,48377323
182,"Weather now: light rain, 37°F, 25 mph north wind. https://t.co/rWqWgJ3i53",970701794375622656,,"Boston, MA",,2018-03-05 16:45:17,Boston_CP,70291924
183,Rain song - Play on N1M https://t.co/UJu6dsYLTb,970701141083385858,,"Boston, MA",,2018-03-05 16:42:41,DigitView,332885957
184,Snow rain mixture is so eew,970698602275397637,,"Boston, MA",,2018-03-05 16:32:36,tic_tac_moe,867341345131827201
186,"@12oclockcoffee any of the brighter vans are wicked solid!!! like
sk8 hi rain boots actually",970692260366036992,,"Boston, MA",,2018-03-05 16:07:24,hyenabbq,805570310296797185
187,Little poem for those afraid of the rain https://t.co/Qu70FEc7Sv,970692012981866502,,"Boston, MA",,2018-03-05 16:06:25,PATTENOMO,48593260
188,Likkle poem I wrote to brighten someone's day. Don't be afraid of the rain https://t.co/i4445uNqAQ,970690716212002816,,"Boston, MA",,2018-03-05 16:01:15,PATTENOMO,48593260
190,RT @GoNUwsoccer: A bit of rain wasn’t going to dampen our spirits as we enjoyed a Ligue 1 match between Montpellier and Lyon last night! #H…,970686960959401984,,"Boston, MA",,2018-03-05 15:46:20,GoNUathletics,19210561
195,Video Forecast: Another nor’easter coming midweek...this one brings more snow https://t.co/pDjAViLLuU  #wcvb,970680940686082048,,"Boston, MA",,2018-03-05 15:22:25,Met_CindyFitz,115536854
196,Gloria - The Rain is Out,970679344401190912,,"Boston, MA",,2018-03-05 15:16:04,WZBC_Live,275042849
198,"It’s been a stormy spring break so far. If you need to report some damage to your room, look here: https://t.co/xgNtBq0sPo",970676822659694592,,"Boston, MA",,2018-03-05 15:06:03,BU_FYI,157059631
200,A bit of rain wasn’t going to dampen our spirits as we enjoyed a Ligue 1 match between Montpellier and Lyon last ni… https://t.co/aCuc9IlctG,970675825963134976,,"Boston, MA",,2018-03-05 15:02:05,GoNUwsoccer,607342241
207,"Another storm to bring snow, rain this week https://t.co/RkpBEOn0JS",970668795676291072,,"Boston, MA",,2018-03-05 14:34:09,Boston_CP,70291924
210,"Video: Another storm to bring snow, rain this week https://t.co/ur26nLcLJc https://t.co/w1bK7KYGeE",970665506637139968,,"Boston, MA",,2018-03-05 14:21:05,WCVB,21419504
217,"1st Heavy Rain &amp; Wind
2nd Mass Power Outage
3rd Basement Flooded
4th Water Heater Died
5th Heavy Snow
Dear Mother N… https://t.co/ErXvhsrNPn",970650096076509184,,"Boston, MA",,2018-03-05 13:19:51,StevieJenko,101078006
227,"Another nor'easter on the way midweek!  Winter storm watch for the potential of at least 6"" SNOW for all but SE MA… https://t.co/Ds9zOqrAbY",970646341289377792,,"Boston, MA",,2018-03-05 13:04:56,Met_CindyFitz,115536854
230,"@BobOakes seeing snow for Boston, not rain. https://t.co/Z2ZI4xLpkb",970639858812243968,,"Boston, MA",,2018-03-05 12:39:10,stevendschmitt,17991222
237,"@TimFinocchio @sarahwroblewski @ShiriSpear Hey Tim, Euro is colder, farther offshore...8""...GFS warmer, closer trac… https://t.co/wIJRRUejOC",970615966806757376,,"Boston, MA",,2018-03-05 11:04:14,JBrewerBoston25,36086969
245,"NOW PLAYING https://t.co/UeiODupnDv The Rain, The Park &amp; Other Things by The Cowsills DON'T MISS OUR TALK at NIGHT… https://t.co/ALz4MF4RRE",970605201295069185,,"Boston, MA",,2018-03-05 10:21:27,armedradio1,1401343195
247,"Our next storm arrives Wednesday...winter storm watches are up - potential for  6""+ for many...lots of uncertainty… https://t.co/qjujv2fzxw",970602626302824449,,"Boston, MA",,2018-03-05 10:11:13,DanielleWBZ4,21306664
256,"High today 42.7 F at 2:14 PM, low 37.9 F at 11:15 PM. It rained 20.88 in today (128 min) with max rain rate of 44.31 in/hr at 5:49 AM.",970546146492940290,,"Boston, MA",,2018-03-05 06:26:47,NUWxSTEM,795645416473853954
258,@OGCORLIN Surprised you’re against this... girls would be hitting you up all the time and asking you to make it rain on them 😂,970530118115430400,,"Boston, MA",,2018-03-05 05:23:06,purrfectlyme143,24541966
271,"Our next coastal storm is Wednesday/Thursday AM. Perhaps 50 mph gusts, minor coastal flooding, and heavy rain and/o… https://t.co/rKiOTkg6Au",970508518183899136,,"Boston, MA",,2018-03-05 03:57:16,PamelaWBZ4,53809358
276,@PaulSaxMD Was just standin in the rain ☔️,970499331588612096,,"Boston, MA",,2018-03-05 03:20:46,GinnyOnHealth,3404274447
277,"@intuitive_fish be free...body, mind and soul. eat, sleep and labor. speak with the animals and to the plants. take… https://t.co/AyDI728u2I",970495452356505600,,"Boston, MA",,2018-03-05 03:05:21,someseastormin,785288132
288,"@Hi_Cial I can't imagine the rain last weekend helped much, but still lookin' good!",970482002142072832,,"Boston, MA",,2018-03-05 02:11:54,Theofaux,18853307
290,"plus each of my top 5 movies showed up in the montage: it's a wonderful life, kill bill, metropolis, 2001 a space o… https://t.co/pVXhZvT7U0",970478510304387073,,"Boston, MA",,2018-03-05 01:58:02,_thegoodTK,27712892
296,@MetMikeWCVB Any shot this is rain at the coast?,970473332108865537,,"Boston, MA",,2018-03-05 01:37:27,20YearDynasty,875395496797511680
297,"Here we go again. The map Wednesday morning.Snow inland, rain at the coast and a raw Northeast wind. wcvb https://t.co/wJHVqQ26CH",970473308922761217,,"Boston, MA",,2018-03-05 01:37:22,Boston_CP,70291924
298,RT @MetMikeWCVB: It looks like rain and snow will extend into Thursday. Fortunately tides will be astronomically lower. #wcvb https://t.co/…,970472981729247232,,"Boston, MA",,2018-03-05 01:36:04,WCVB,21419504
299,It looks like rain and snow will extend into Thursday. Fortunately tides will be astronomically lower. #wcvb https://t.co/5hFzc6t7L4,970472679995269122,,"Boston, MA",,2018-03-05 01:34:52,MetMikeWCVB,113023924
305,"Here we go again. The map Wednesday morning.Snow inland, rain at the coast and a raw Northeast wind. #wcvb https://t.co/KljTMhoqzL",970470864956338178,,"Boston, MA",,2018-03-05 01:27:39,MetMikeWCVB,113023924
307,I’m feeling slightly “crowish” at the moment... “can’t rain all the time.” https://t.co/41K2TDpvYc,970464699719602178,,"Boston, MA",,2018-03-05 01:03:09,Lawless1228,1725594871
309,"Good evening Northeastern University! It's 39.3 F. Tonight: Snow Showers, Low: 33 F, chance of rain 70%.",970458065333096448,,"Boston, MA",,2018-03-05 00:36:47,NUWxSTEM,795645416473853954
311,"Midweek storm could bring heavy snow, rain https://t.co/4c4RFEOtCy",970457893827788800,,"Boston, MA",,2018-03-05 00:36:06,RReconciliacion,3297805145
312,"Good evening Boston College! It's 37.7 F. Tonight: Snow Showers, Low: 33 F, chance of rain 70%.",970457877805748225,,"Boston, MA",,2018-03-05 00:36:02,BCWxSTEM,3240827367
313,Can it rain money soon??😑😑,970457186475413504,,"Boston, MA",,2018-03-05 00:33:18,westfyecalii,836101608295510016
315,"Weather now: light rain, 39°F, 5 mph  wind. https://t.co/rWqWgJ3i53",970456204572004353,,"Boston, MA",,2018-03-05 00:29:24,Boston_CP,70291924
316,Extreme winds and heavy rain from recent severe weather damaged the roof and chimney at Swampscott Commuter Rail St… https://t.co/LKaI0ZuxKk,970456123789766656,,"Boston, MA",,2018-03-05 00:29:04,KeolisBoston,702964994007105536
320,"@barbls23 And you are a FORCE. You are the PRINCE OF YOUR GENERATION. GO FOR IT. DO YOUR THING ""PURPLE RAIN"" 👏👏👏👏👏✌💖💖💖ADAM.",970453322422513664,,"Boston, MA",,2018-03-05 00:17:56,AdjeiRobbie,1431848784
321,"When it's pouring rain and you're bowling along through the wet, there's satisfaction in knowing you're out there and the others aren't.",970452879868772352,,"Boston, MA",,2018-03-05 00:16:11,BetterRunning,2501094812
323,@danccw Possible for a time.  Still expecting a rain/snow line - which just don't know yet where it sets up.,970449829586460673,,"Boston, MA",,2018-03-05 00:04:04,BriEggers,133839618
333,"@MarkRichardson Man, ""Rain on Lens,"" sometimes you just plain forget about the very existence of an album you once listened to quite a bit.",970440182775369728,,"Boston, MA",,2018-03-04 23:25:44,JahHills,29092660
335,Scattered snow/rain right now... Steadier snow overnight... a patchy coating to a couple of inches on the grassy su… https://t.co/3v07TCpdPa,970439475233984512,,"Boston, MA",,2018-03-04 23:22:55,sarahwroblewski,28888320
341,"Quick wave of snow pivots across New England tonight (Coating-2"").
Coastal flood warning for tonight's high tide (m… https://t.co/YLq7KZeZRa",970434785742114817,,"Boston, MA",,2018-03-04 23:04:17,PamelaWBZ4,53809358
344,"light rain -&gt; broken clouds
temperature down 41°F -&gt; 40°F
humidity down 64% -&gt; 48%
wind 13mph -&gt; 3mph",970423939884138496,-71.06,"Boston, MA",42.36,2018-03-04 22:21:11,_BostonMA,108076943
351,"This Chinese New Year Cilla and I celebrated in style, despite the rain! Now, you can celebrate the Year of the Dog… https://t.co/Ebg4F2KRkj",970413365519618050,,"Boston, MA",,2018-03-04 21:39:10,SusanSMTan,393891357
353,Rain dance #JaSam https://t.co/42mMLzOUZ6,970411196749959168,,"Boston, MA",,2018-03-04 21:30:33,Savvy_91,56442424
355,McCartney bass in Rain is something that affected me since the first time I heard it. It's basically playing around… https://t.co/5TfnhRl9WT,970400472724107264,,"Boston, MA",,2018-03-04 20:47:56,TheJairoscope,3302575160
356,@ericfisher Looks like rain for Boston?,970398992445165569,,"Boston, MA",,2018-03-04 20:42:03,AntonChigurh81,341170809
357,"Sunday is expected to be blustery and cool in the Boston area, with “light nuisance scattered rain/snow showers.""… https://t.co/Eq0VquPQGF",970398587237617664,,"Boston, MA",,2018-03-04 20:40:26,Boston_CP,70291924
358,Dancing in the Rain #Jasam https://t.co/RsmvDjZV0g,970397108107956226,,"Boston, MA",,2018-03-04 20:34:34,Savvy_91,56442424
360,"RT @BostonGlobe: Sunday is expected to be blustery and cool in the Boston area, with “light nuisance scattered rain/snow showers."" https://…",970393859120336903,,"Boston, MA",,2018-03-04 20:21:39,RyanPNaude,45684034
361,"Sunday is expected to be blustery and cool in the Boston area, with “light nuisance scattered rain/snow showers.""… https://t.co/77ahciydR5",970393506073202688,,"Boston, MA",,2018-03-04 20:20:15,BostonGlobe,95431448
366,"@OccupyDisabled No damage here. My neighbors has a couple things...fence panel came loose, lost some shingles from… https://t.co/ggCp8GizUG",970375404878999552,,"Boston, MA",,2018-03-04 19:08:19,jaykelly26,359211782
368,@Googirlsmiles just rain. just the darkness. hiding from the sun!,970368250386280450,,"Boston, MA",,2018-03-04 18:39:54,someseastormin,785288132
373,"Q is busy this morning! MAKE IT RAIN!!!!!!

#MAGA #QANON #FOLLOWTHEWHITERIABBIT #SUNDAYMORNING… https://t.co/h2WeozcQjC",970359640633483264,,"Boston, MA",,2018-03-04 18:05:41,AshleyyLibertyy,966505475117219841
376,"Weather now: light rain, 41°F, 13 mph northeast wind. https://t.co/rWqWgJ3i53",970348995766837248,,"Boston, MA",,2018-03-04 17:23:23,Boston_CP,70291924
378,.@HiltonHotels’ location in Boston/Dedham (@HiltonBosDedham) is seriously lacking. Wouldn’t recommend it. Put an ex… https://t.co/GTXNTHaTry,970344389376692226,,"Boston, MA",,2018-03-04 17:05:05,AdamPCoulter,16436218
380,"current weather in Boston: light rain, 41°F
64% humidity, wind 13mph, pressure 1017mb",970341781723275264,-71.06,"Boston, MA",42.36,2018-03-04 16:54:43,_BostonMA,108076943
381,"“And the capes are still coming in: Dries Van Noten, Maison Margiela (holographic versions!), Marine Serre, Lacoste… https://t.co/ONm4ttPIlP",970341419113119744,,"Boston, MA",,2018-03-04 16:53:17,tkelly767,175620819
382,"My dad hasnt been home since early Friday morning trying to help restore power to 100,000+ people. They’ve been wor… https://t.co/ss4bRSbzEB",970338410845147136,,"Boston, MA",,2018-03-04 16:41:19,korslight,173878507
387,@ericfisher Rain in Boston please,970330032446038016,,"Boston, MA",,2018-03-04 16:08:02,20YearDynasty,875395496797511680
392,@nowell_laura We still don’t know exactly where the rain/snow line sets up. But I think this time - we’re talking a… https://t.co/yt1OGRbJox,970322358018945024,,"Boston, MA",,2018-03-04 15:37:32,BriEggers,133839618
395,@Romi_Rain @DreddXXX @JulesJordan  https://t.co/dGUmMNjvzK,970316125857697792,,"Boston, MA",,2018-03-04 15:12:46,rudeb8025,4713283333
396,"It's hardly an exaggeration to say that the Impressionists invented snow (and fog, and rain-soaked pavements).… https://t.co/Y5I7tmg8PG",970315546091716609,,"Boston, MA",,2018-03-04 15:10:28,milesjunger,867777365568442368
401,CONFIDENTIAL Job Posting. Region: New England. Full Time/Perm Duties include: Making the weather. Must be able to p… https://t.co/WHKUtmaqCI,970305647349764097,,"Boston, MA",,2018-03-04 14:31:08,keljdm14,4822696863
402,"@opabinia_seabug I wish we could send you some rain, the waves are crashing and rivers are brimming but we’re fine.… https://t.co/492YraS2YT",970300483305967617,,"Boston, MA",,2018-03-04 14:10:37,CDHero,20799697
403,Me after 2 seconds of rain https://t.co/X17RYB9Pq8,970300369879355392,,"Boston, MA",,2018-03-04 14:10:10,DerrickPinkman,3392043969
404,"Good morning #BostonUSA from the Back Bay. Looks like the rain has passed, see ya #WinterStormRiley!
Thanks for sha… https://t.co/elC3iacUcB",970297815376285696,,"Boston, MA",,2018-03-04 14:00:01,VisitBoston,33580079
406,"@Brasilmagic - He has a case of the Trumps
- I can’t get out of bed, I am feeling very Trump 
- She looks like she… https://t.co/Mu35UHgVni",970285673415675904,,"Boston, MA",,2018-03-04 13:11:46,NY2BOS73,190757511
408,"RT @JackieNBCBoston: 7:30am: Coastal Flood Advisory in place thru 3PM for eastern MA coast, including Cape &amp; Islands for the afternoon high…",970279696507252742,,"Boston, MA",,2018-03-04 12:48:01,susantran,17889737
409,"7:30am: Coastal Flood Advisory in place thru 3PM for eastern MA coast, including Cape &amp; Islands for the afternoon h… https://t.co/K0QYV5EmTR",970277994727124992,,"Boston, MA",,2018-03-04 12:41:15,JackieNBCBoston,1618554451
410,@alliemackay I do the rain dance for this.,970275545744400389,,"Boston, MA",,2018-03-04 12:31:31,Hotgunz87,3091518557
413,"RT @BostonGlobe: At least seven people died after heavy snow, rain and high winds ripped through the Northeast and the mid-Atlantic on Frid…",970234447504334848,,"Boston, MA",,2018-03-04 09:48:13,ziggysblues,1364161458
415,"""‘Get Out’ Prevails at Rain-Soaked Indie Spirit Awards"" by CARA BUCKLEY via NYT The New York Times https://t.co/eaVWbo5B3X",970207491471695873,,"Boston, MA",,2018-03-04 08:01:06,allsweetness13,2759754440
416,#np DJ Cinco P Beatz - 3. K CAMP - Louis Rain (Dirty) (NERVEDJS) @djcincopbeatz @Spinrilla »… https://t.co/ijiVX71TEp,970205852216037376,,"Boston, MA",,2018-03-04 07:54:35,djcincopbeats,4512933796
417,"High today 44.3 F at 12:17 PM, low 38.1 F at 6:45 AM. It rained 99.99 in today (805 min) with max rain rate of 64.00 in/hr at 12:32 AM.",970183694609731586,,"Boston, MA",,2018-03-04 06:26:32,NUWxSTEM,795645416473853954
420,"broken clouds -&gt; light rain
temperature down 41°F -&gt; 40°F
humidity up 52% -&gt; 69%
wind 8mph -&gt; 19mph",970173798979837953,-71.06,"Boston, MA",42.36,2018-03-04 05:47:13,_BostonMA,108076943
421,"7. i want to be a mermaid so bad
8. uhhh electronic tbh
9. either my new yellow rain jacket or my thrifted yellow thermal-ish sweater",970172371742154752,,"Boston, MA",,2018-03-04 05:41:33,hottieabstract,4692063559
425,"Weather now: light rain, 41°F, 25 mph north-northeast wind. https://t.co/rWqWgJ3i53",970164768635064320,,"Boston, MA",,2018-03-04 05:11:20,Boston_CP,70291924
426,I love rain when I don't need to be dry once I get out of the rain ya know what I mean,970164335665451008,,"Boston, MA",,2018-03-04 05:09:37,reefrl,701603398832013312
429,Don't be sad! God sends hope in the most desperate moments. The heaviest rain comes out of the darkest clouds.,970159095490711553,,"Boston, MA",,2018-03-04 04:48:47,RumiLoveQuotes,316136494
432,"What would have happened if all that rain were snow?
 https://t.co/W41SoG5EIn https://t.co/Q7Wm00Px4p",970155196469915649,,"Boston, MA",,2018-03-04 04:33:18,BostonDotCom,14602259
434,"@BooDooPerson you know what happens when a single drop of rain falls onto a moe blob, they're made of sugar it's a death sentence",970154036392550400,,"Boston, MA",,2018-03-04 04:28:41,nickisnixed,2776221
435,"Winter Storm Lashes #EastCoast With Heavy Winds, Tides Worse Than ""Perfect Storm"" of 1991 https://t.co/4XThiT4m3H",970151854289096704,,"Boston, MA",,2018-03-04 04:20:01,Lisamcgonagle,376444379
437,@jonny_rozay doesn’t think box of rain is a good song .... who dropped him on his head as a child?,970149282564202502,,"Boston, MA",,2018-03-04 04:09:48,gwyndujour,165206401
440,NOW PLAYING https://t.co/UeiODupnDv September Rain (Dub Mix) by Zenon ft. Erire DON'T MISS OUR TALK at NIGHT SHOWS https://t.co/EkyjMsUyfW,970143401319510016,,"Boston, MA",,2018-03-04 03:46:25,armedradio1,1401343195
441,"At least seven people died after heavy snow, rain and high winds ripped through the Northeast and the mid-Atlantic… https://t.co/yjXCAvU49M",970143275142311936,,"Boston, MA",,2018-03-04 03:45:55,BostonGlobe,95431448
